"","st_fips","cty_fips","pop","mcare_elig","unemp","pct_pov","uninsured","median_inc","mcare_enroll","year"
"15880",53,1,19254,2308,6.8,16.5,14.4,48127,1370,2015
"15881",53,3,22105,5751,4.7,15.7,7.1,46573,4593,2015
"15882",53,5,190309,30563,6.6,14.2,7.4,62698,25477,2015
"15883",53,7,75644,15550,5.5,12.7,9.7,53604,9661,2015
"15884",53,9,73486,23375,8,15.6,9.5,46708,20692,2015
"15885",53,11,459495,75712,6.4,10.6,6.9,64282,66384,2015
"15886",53,13,3944,1187,6.4,15.2,7.4,40209,954,2015
"15887",53,15,103468,23799,7.6,15.7,8,50502,17746,2015
"15888",53,17,40534,7166,6.3,13.5,11.2,51400,10097,2015
"15889",53,19,7582,2045,10.2,20.4,11.9,40747,1393,2015
"15890",53,21,88807,9020,7.5,15.6,12.6,58246,7215,2015
"15891",53,23,2219,603,6.1,15.2,5.6,47087,547,2015
"15892",53,25,93259,14254,7.1,16.1,13.6,50573,12364,2015
"15893",53,27,71122,17385,8.9,16,10.3,44345,14072,2015
"15894",53,29,80593,19958,6,8.4,6.2,60567,18432,2015
"15895",53,31,30466,11195,7.1,11.9,7.4,53421,9839,2015
"15896",53,33,2117125,290936,4.4,9.8,6.5,81816,260307,2015
"15897",53,35,260131,48782,5.5,9.9,5.8,65814,41785,2015
"15898",53,37,43269,7488,6.1,20,8.9,47378,6179,2015
"15899",53,39,21026,5448,7.1,17.2,9.6,50043,4503,2015
"15900",53,41,75882,18832,8.3,15.3,9.1,47619,15362,2015
"15901",53,43,10321,2811,5.8,14,6.9,49774,2465,2015
"15902",53,45,61023,15437,7.7,16.9,10.7,54175,12490,2015
"15903",53,47,41516,9831,6.9,20.5,14.5,41844,8260,2015
"15904",53,49,20848,7015,9.1,18.8,10.5,41088,5836,2015
"15905",53,51,13088,3623,9.5,19.6,7.6,41526,2853,2015
"15906",53,53,843954,134237,6.3,12.4,7.3,60168,108689,2015
"15907",53,55,16252,5039,4.8,11.5,10.6,59859,4689,2015
"15908",53,57,121846,26909,6.7,14.9,9.8,56891,23725,2015
"15909",53,59,11339,2203,7.3,14.5,7,53733,1460,2015
"15910",53,61,772501,110481,4.8,9.3,7,76053,88989,2015
"15911",53,63,490945,91742,6.4,15.5,6.4,48676,75645,2015
"15912",53,65,43791,11147,8.8,19.7,8.5,42845,8312,2015
"15913",53,67,269536,50768,5.9,12.2,6.6,62299,42689,2015
"15914",53,69,4042,1337,9.1,12.6,8.2,50402,1135,2015
"15915",53,71,60338,11740,5.8,16.5,9,50120,10185,2015
"15916",53,73,212284,39984,5.9,14.4,9.1,55073,33954,2015
"15917",53,75,48177,5377,4.7,20.8,6,43817,4633,2015
"15918",53,77,248830,39469,8,19.1,15.5,46891,32436,2015
"15919",54,1,16704,3776,7.4,20.1,8.3,37330,2816,2015
"15920",54,3,111901,19028,5,12.5,7.3,54217,15248,2015
"15921",54,5,23372,5696,9.6,23.4,7.4,37971,3520,2015
"15922",54,7,14415,3438,9,23.7,8.9,35892,2432,2015
"15923",54,9,23350,5735,7.3,14.9,6,45272,4042,2015
"15924",54,11,96844,20929,5.4,20.2,7.3,39044,18554,2015
"15925",54,13,7470,2020,12.5,20,8.9,36403,1348,2015
"15926",54,15,8910,2423,11.2,27.7,9.3,30369,1914,2015
"15927",54,17,8176,1559,5.7,18.1,6.6,41115,895,2015
"15928",54,19,44997,10659,8.5,19.9,8.2,36235,8247,2015
"15929",54,21,8518,1412,7.8,25.8,9.5,36392,1171,2015
"15930",54,23,11766,3089,7.6,15.9,7.7,38370,3183,2015
"15931",54,25,35516,9365,6.5,19,7.7,38209,7230,2015
"15932",54,27,23353,5369,5.5,18.6,9.4,40293,4162,2015
"15933",54,29,29815,7486,7.8,13.7,7,42009,6894,2015
"15934",54,31,13852,3230,7.5,14.4,9.7,41344,2522,2015
"15935",54,33,68714,15573,6.4,16,6.6,46979,12879,2015
"15936",54,35,29237,6926,7.2,15.4,7.1,44675,5542,2015
"15937",54,37,56482,9595,4.1,10.6,6.9,67821,8215,2015
"15938",54,39,188332,44623,6,16.5,6.8,44849,35546,2015
"15939",54,41,16448,4176,8.2,20.6,7.3,39601,3511,2015
"15940",54,43,21415,5149,9.7,28.3,8.3,35249,3489,2015
"15941",54,45,34707,8827,11.4,22.4,8.1,35615,6344,2015
"15942",54,47,19835,5772,13,34.5,9.4,26413,3771,2015
"15943",54,49,56925,12801,6.9,16,6.9,43654,11082,2015
"15944",54,51,31978,6906,8.4,12.6,6,48109,5291,2015
"15945",54,53,27037,6395,8.5,22.3,6.9,35717,4733,2015
"15946",54,55,61164,16121,7.3,21.1,7.6,35342,12142,2015
"15947",54,57,27451,6425,7.3,15.4,6.8,43159,4773,2015
"15948",54,59,25292,6766,13.1,29,8.9,31742,4042,2015
"15949",54,61,104236,12825,4.7,19.6,6.1,46718,10521,2015
"15950",54,63,13506,3592,5.6,18.5,8.8,34974,3200,2015
"15951",54,65,17524,4293,5.5,14.1,8.7,45628,3340,2015
"15952",54,67,25594,6843,9.1,18.5,7.5,38912,4978,2015
"15953",54,69,43066,10578,5.6,14,6.1,46315,9646,2015
"15954",54,71,7229,2074,4.7,16.4,8.4,40257,1702,2015
"15955",54,73,7674,1696,8.5,15.4,5.5,48308,1264,2015
"15956",54,75,8607,2236,8.2,18.9,8.6,36822,1773,2015
"15957",54,77,33940,7120,6.2,17,7.4,43804,5722,2015
"15958",54,79,56848,11606,5.5,10.4,5.6,58933,8598,2015
"15959",54,81,77510,19167,7.3,19.9,8.1,38564,13851,2015
"15960",54,83,29126,6952,7,19.8,8.2,37185,5848,2015
"15961",54,85,9982,2642,7,18.5,8.7,39501,1954,2015
"15962",54,87,14435,3954,11.5,21.1,9.6,36176,2527,2015
"15963",54,89,13239,3365,7,26.4,8,35676,2295,2015
"15964",54,91,16912,3609,6,16.2,6.9,43652,2544,2015
"15965",54,93,6966,1763,6.1,17.1,7.2,38000,1460,2015
"15966",54,95,8975,2264,9.4,16.3,6.8,42696,1501,2015
"15967",54,97,24758,5521,8,17.3,8.1,40766,4371,2015
"15968",54,99,40971,9906,7,22.5,7.4,35537,5288,2015
"15969",54,101,8755,2519,7.7,29.6,9.1,30673,1768,2015
"15970",54,103,15816,3966,10,20,7.5,41833,3798,2015
"15971",54,105,5880,1459,10.3,17.9,7.2,42309,1100,2015
"15972",54,107,86452,21024,6.2,17.3,6.7,41133,16430,2015
"15973",54,109,22151,6000,9.7,22.5,8.3,35020,3675,2015
"15974",55,1,20148,6396,7.4,17.4,8.4,42844,2875,2015
"15975",55,3,15843,3740,6.3,17.2,8.5,40163,3243,2015
"15976",55,5,45563,10899,5.1,10.5,7.5,51056,9437,2015
"15977",55,7,14977,4329,8.4,11.1,10.2,50080,3261,2015
"15978",55,9,258718,41724,4.1,11.1,7.6,56003,35445,2015
"15979",55,11,13192,3078,5,10.2,7.3,53892,2804,2015
"15980",55,13,15159,4816,7.1,13.1,8.8,44858,3769,2015
"15981",55,15,49762,7228,3.6,6.2,4.3,71298,4289,2015
"15982",55,17,63531,12357,4.8,10.8,6.7,53209,10266,2015
"15983",55,19,34445,6287,4.4,13.9,17.7,50187,5559,2015
"15984",55,21,56743,11337,4.4,8.9,5.3,60837,10967,2015
"15985",55,23,16391,4042,5.9,14.5,6.6,44895,3023,2015
"15986",55,25,523643,74960,3.2,11.2,5.4,65416,63582,2015
"15987",55,27,88502,16211,4.5,8.7,5,56514,10656,2015
"15988",55,29,27554,8600,6.8,8.5,6.9,55047,7466,2015
"15989",55,31,43601,9249,5.1,14.8,6.7,48715,7969,2015
"15990",55,33,44497,8577,4.6,13.5,6.2,53082,6083,2015
"15991",55,35,102105,18044,3.9,13.6,5.8,51937,15846,2015
"15992",55,37,4464,1294,6.8,12.2,8.7,46193,809,2015
"15993",55,39,101973,19886,4.1,9.4,5.7,58049,17991,2015
"15994",55,41,9057,2466,7.5,14.5,10.9,44098,2126,2015
"15995",55,43,52250,9900,4.4,14,7.5,51008,9755,2015
"15996",55,45,37186,7217,3.8,7.5,5.8,59155,6361,2015
"15997",55,47,18856,4600,5.4,12.2,9.6,49493,4075,2015
"15998",55,49,23813,4628,4.2,9.5,5.8,58092,3676,2015
"15999",55,51,5794,1892,8.9,13,7.7,42328,1479,2015
"16000",55,53,20554,4148,4.9,12.4,9.7,50653,3228,2015
"16001",55,55,84559,15244,4.3,9.2,6.4,61622,13607,2015
"16002",55,57,26224,6045,5.2,14.5,8.4,46051,5041,2015
"16003",55,59,168437,26428,5.2,12.7,7.1,56414,19996,2015
"16004",55,61,20366,4140,4.1,8.2,5.8,60572,3753,2015
"16005",55,63,118212,20633,3.9,14.4,5.3,51428,17656,2015
"16006",55,65,16829,3263,3.7,10.5,9.4,56428,2688,2015
"16007",55,67,19223,5179,6.2,14.4,8,44635,4128,2015
"16008",55,69,27980,6828,5.2,9.8,6.2,51406,6419,2015
"16009",55,71,79806,17774,5.1,10.7,6,51951,15007,2015
"16010",55,73,135868,25058,4.1,9.5,6.2,56347,20580,2015
"16011",55,75,40884,11001,5.9,12.7,6.7,48545,9853,2015
"16012",55,77,15075,4145,6.2,12,7.5,48508,4028,2015
"16013",55,78,4573,777,9.9,35.2,10.3,33410,558,2015
"16014",55,79,957735,147275,5.8,20.3,8.6,45905,115307,2015
"16015",55,81,45549,8295,4.5,12.8,7.5,52975,6729,2015
"16016",55,83,37435,8437,5.2,9.7,6.8,53243,6334,2015
"16017",55,85,35567,10562,5.9,9.5,6.3,50297,9799,2015
"16018",55,87,183245,29590,4,9,5.9,60649,27709,2015
"16019",55,89,87850,17651,3.7,5.2,4,80135,16065,2015
"16020",55,91,7290,1963,4.3,10.1,7.8,50094,1457,2015
"16021",55,93,40889,6518,3.9,9.8,5.4,63735,6374,2015
"16022",55,95,43441,9664,4.9,10.1,7.5,54946,7532,2015
"16023",55,97,70408,12246,4.6,12.2,5.2,57010,10044,2015
"16024",55,99,13645,3967,4.6,13,6.8,44932,3348,2015
"16025",55,101,195080,36752,5.7,12.4,6.7,57367,31014,2015
"16026",55,103,17495,3792,4.3,14.2,7.4,46998,2994,2015
"16027",55,105,161448,30371,5.2,13.9,8.1,54107,25017,2015
"16028",55,107,14124,3691,5.6,14,8.6,42289,2832,2015
"16029",55,109,87513,12601,3.8,5.7,4.3,74624,10176,2015
"16030",55,111,63642,12686,4.2,11.7,7.1,52025,10710,2015
"16031",55,113,16376,4889,7.9,15.5,10.7,44556,3752,2015
"16032",55,115,41304,9264,4.9,11.6,8.7,50948,7530,2015
"16033",55,117,115569,22280,3.8,9,5.9,58190,19253,2015
"16034",55,119,20455,3894,4.4,12.4,7.6,48951,3097,2015
"16035",55,121,29550,5731,4,9.4,7.8,53695,5584,2015
"16036",55,123,30506,6469,4.2,14.8,9.6,49217,5477,2015
"16037",55,125,21387,7788,7.1,13.4,10.4,42993,6329,2015
"16038",55,127,102804,18523,4.8,12.4,8.2,58554,15351,2015
"16039",55,129,15552,4829,5.5,13.5,7,45043,5350,2015
"16040",55,131,133674,24423,3.8,5.3,4.6,70778,21942,2015
"16041",55,133,396488,76279,3.8,4.7,3.7,78689,68776,2015
"16042",55,135,51945,11994,4.7,10.7,6.6,54849,11408,2015
"16043",55,137,24033,6216,6.4,11.8,8.8,49912,4649,2015
"16044",55,139,169546,29838,4.3,11.3,5.2,52725,24481,2015
"16045",55,141,73435,16405,5.5,11.3,5.8,51025,16553,2015
"16046",56,1,37956,4438,3.1,20.1,11.9,44455,3740,2015
"16047",56,3,12022,2471,4.3,12.1,18.8,50056,2166,2015
"16048",56,5,49220,4489,3.8,7.5,11.7,83042,3571,2015
"16049",56,7,15559,2568,3.6,11.4,16,60209,2220,2015
"16050",56,9,14236,2284,3.6,8.5,11.1,70307,1958,2015
"16051",56,11,7444,1429,3.4,7.7,12.2,64851,1250,2015
"16052",56,13,40315,7710,5.4,12.9,18.9,52408,6619,2015
"16053",56,15,13383,2986,3.2,15.1,15.6,48146,2604,2015
"16054",56,17,4741,1344,4.1,11.9,16.5,46021,1141,2015
"16055",56,19,8585,1934,4.8,8.2,14.9,56845,1726,2015
"16056",56,21,97121,16790,3.9,10.6,11.4,59147,14150,2015
"16057",56,23,18722,3193,4.6,8.8,13,62364,2850,2015
"16058",56,25,82178,12662,4.8,11,13.8,56703,10608,2015
"16059",56,27,2542,564,2.9,13.3,15.1,46693,496,2015
"16060",56,29,29228,6859,4.2,9.6,13.4,55527,6043,2015
"16061",56,31,8812,2196,3.8,11.7,13.4,51863,1981,2015
"16062",56,33,30009,6430,4.1,9.5,12.3,57122,5688,2015
"16063",56,35,9899,1354,5.1,6.1,12.9,77581,1168,2015
"16064",56,37,44626,5367,4.6,8.5,12.4,71867,4511,2015
"16065",56,39,23125,3030,3.8,6.6,15.3,83290,2826,2015
"16066",56,41,20822,2853,4.9,9.8,12.3,62968,2343,2015
"16067",56,43,8328,1812,4,11.2,17.4,56088,1609,2015
"16068",56,45,7234,1492,3.3,9.8,13.6,60986,1278,2015
"16069",66,10,161785,15087,NA,NA,NA,NA,13140,2015
"16070",72,1,18579,NA,17.9,NA,NA,NA,2592,2015
"16071",72,3,39530,NA,14.1,NA,NA,NA,6976,2015
"16072",72,5,55804,NA,14,NA,NA,NA,11743,2015
"16073",72,7,26915,NA,14.7,NA,NA,NA,3696,2015
"16074",72,9,24040,NA,14.7,NA,NA,NA,4090,2015
"16075",72,11,27989,NA,13.1,NA,NA,NA,4541,2015
"16076",72,13,89648,NA,14,NA,NA,NA,19687,2015
"16077",72,15,18546,NA,19,NA,NA,NA,2793,2015
"16078",72,17,24650,NA,15.3,NA,NA,NA,6054,2015
"16079",72,19,29323,NA,13.4,NA,NA,NA,3304,2015
"16080",72,21,189159,NA,9.3,NA,NA,NA,38072,2015
"16081",72,23,49762,NA,12.3,NA,NA,NA,8989,2015
"16082",72,25,134481,NA,10.4,NA,NA,NA,25328,2015
"16083",72,27,32995,NA,13,NA,NA,NA,4205,2015
"16084",72,29,46972,NA,11.9,NA,NA,NA,NA,2015
"16085",72,31,161884,NA,8.9,NA,NA,NA,25677,2015
"16086",72,33,25641,NA,10.5,NA,NA,NA,10921,2015
"16087",72,35,45490,NA,10.8,NA,NA,NA,8742,2015
"16088",72,37,12218,NA,13.8,NA,NA,NA,2244,2015
"16089",72,39,17349,NA,17.4,NA,NA,NA,2905,2015
"16090",72,41,41225,NA,10,NA,NA,NA,4807,2015
"16091",72,43,39862,NA,18.9,NA,NA,NA,5330,2015
"16092",72,45,19983,NA,15.5,NA,NA,NA,2492,2015
"16093",72,47,35037,NA,13.6,NA,NA,NA,4614,2015
"16094",72,49,1806,NA,3.7,NA,NA,NA,278,2015
"16095",72,51,37878,NA,7.9,NA,NA,NA,4852,2015
"16096",72,53,33102,NA,14.8,NA,NA,NA,6363,2015
"16097",72,54,12188,NA,15,NA,NA,NA,NA,2015
"16098",72,55,17386,NA,19.7,NA,NA,NA,3401,2015
"16099",72,57,42721,NA,17.4,NA,NA,NA,4758,2015
"16100",72,59,19604,NA,19.5,NA,NA,NA,3419,2015
"16101",72,61,90879,NA,5.9,NA,NA,NA,13354,2015
"16102",72,63,47265,NA,8.9,NA,NA,NA,5125,2015
"16103",72,65,41047,NA,15.7,NA,NA,NA,5443,2015
"16104",72,67,16478,NA,11.7,NA,NA,NA,4537,2015
"16105",72,69,54827,NA,14.8,NA,NA,NA,10305,2015
"16106",72,71,43398,NA,12.7,NA,NA,NA,6609,2015
"16107",72,73,15328,NA,15.1,NA,NA,NA,2053,2015
"16108",72,75,48060,NA,15.4,NA,NA,NA,6017,2015
"16109",72,77,39754,NA,14.1,NA,NA,NA,5427,2015
"16110",72,79,23935,NA,17.9,NA,NA,NA,4567,2015
"16111",72,81,27372,NA,20.4,NA,NA,NA,4873,2015
"16112",72,83,8881,NA,16.9,NA,NA,NA,1487,2015
"16113",72,85,38290,NA,14.2,NA,NA,NA,7158,2015
"16114",72,87,27251,NA,11.8,NA,NA,NA,8630,2015
"16115",72,89,19004,NA,15.7,NA,NA,NA,687,2015
"16116",72,91,40700,NA,11.9,NA,NA,NA,8329,2015
"16117",72,93,5903,NA,16.5,NA,NA,NA,466,2015
"16118",72,95,11315,NA,18.7,NA,NA,NA,1895,2015
"16119",72,97,79510,NA,13.5,NA,NA,NA,18338,2015
"16120",72,99,37746,NA,15.6,NA,NA,NA,5045,2015
"16121",72,101,31866,NA,14.2,NA,NA,NA,3590,2015
"16122",72,103,26632,NA,13.3,NA,NA,NA,3799,2015
"16123",72,105,29181,NA,13.8,NA,NA,NA,4072,2015
"16124",72,107,21957,NA,16.4,NA,NA,NA,2703,2015
"16125",72,109,17819,NA,21,NA,NA,NA,3116,2015
"16126",72,111,21731,NA,17.6,NA,NA,NA,3208,2015
"16127",72,113,149028,NA,13.9,NA,NA,NA,29505,2015
"16128",72,115,24605,NA,16.9,NA,NA,NA,4197,2015
"16129",72,117,14551,NA,16.6,NA,NA,NA,2800,2015
"16130",72,119,51725,NA,10.4,NA,NA,NA,4016,2015
"16131",72,121,23555,NA,14.8,NA,NA,NA,4489,2015
"16132",72,123,29351,NA,24.3,NA,NA,NA,6637,2015
"16133",72,125,32976,NA,14.1,NA,NA,NA,6151,2015
"16134",72,127,355074,NA,7.6,NA,NA,NA,74542,2015
"16135",72,129,38721,NA,13.2,NA,NA,NA,5411,2015
"16136",72,131,39007,NA,19.9,NA,NA,NA,7788,2015
"16137",72,133,22517,NA,18.4,NA,NA,NA,3071,2015
"16138",72,135,74368,NA,8.4,NA,NA,NA,7037,2015
"16139",72,137,82065,NA,9,NA,NA,NA,4527,2015
"16140",72,139,69615,NA,7,NA,NA,NA,7798,2015
"16141",72,141,30288,NA,16,NA,NA,NA,3420,2015
"16142",72,143,38640,NA,11.7,NA,NA,NA,5299,2015
"16143",72,145,54792,NA,13.8,NA,NA,NA,8819,2015
"16144",72,147,8950,NA,11.2,NA,NA,NA,5228,2015
"16145",72,149,23697,NA,19.9,NA,NA,NA,3321,2015
"16146",72,151,35082,NA,17.5,NA,NA,NA,5237,2015
"16147",72,153,37679,NA,19,NA,NA,NA,7066,2015
"16148",78,10,NA,NA,NA,NA,NA,NA,NA,2015
"16149",78,20,NA,NA,NA,NA,NA,NA,NA,2015
"16150",78,30,NA,NA,NA,NA,NA,NA,NA,2015
"16151",1,1,55416,10371,5.3,13.5,8.5,54487,7425,2016
"16152",1,3,208563,47353,5.4,11.7,10.7,56460,39563,2016
"16153",1,5,25965,6306,8.6,29.9,12.5,32884,4209,2016
"16154",1,7,22643,4834,6.6,20.1,9.7,43079,3338,2016
"16155",1,9,57704,12191,5.5,14.1,12.1,47213,7439,2016
"16156",1,11,10362,2080,7.2,32.6,13.2,34278,1106,2016
"16157",1,13,19998,4777,7.1,24.8,10.7,35409,3445,2016
"16158",1,15,114611,26921,6.7,17.1,11.2,41778,20911,2016
"16159",1,17,33843,8718,5.5,19.9,10.7,39530,6481,2016
"16160",1,19,25725,6863,5.2,16.8,11.9,41456,4359,2016
"16161",1,21,43941,8990,5.6,18.3,14.2,44188,6039,2016
"16162",1,23,12993,3779,8.9,22.7,11.3,32691,2570,2016
"16163",1,25,24392,6288,11.1,29,11.4,34061,4794,2016
"16164",1,27,13492,3631,6.2,18.9,13.4,38512,2568,2016
"16165",1,29,14924,3429,6.1,17.2,11.9,43483,2504,2016
"16166",1,31,51226,10197,6.1,14.4,10.8,48632,7801,2016
"16167",1,33,54216,13542,7,16.7,9.7,46572,9931,2016
"16168",1,35,12395,3581,8.6,28.1,12.8,29758,2372,2016
"16169",1,37,10581,2626,6.1,17.5,13.3,36441,1908,2016
"16170",1,39,37458,9547,7,19.6,12.3,35010,7460,2016
"16171",1,41,13913,3484,6,20.5,11.5,37374,2623,2016
"16172",1,43,82471,19085,5.1,14.9,12.8,41543,14816,2016
"16173",1,45,49226,10212,5.9,20.6,11,40523,8588,2016
"16174",1,47,40008,9796,9.4,35.4,10.4,30488,7317,2016
"16175",1,49,70900,15190,6.2,20.5,16.6,37128,10962,2016
"16176",1,51,81799,16072,4.9,13.5,8.5,54553,12712,2016
"16177",1,53,37728,8622,6.7,23.3,13.2,35096,6254,2016
"16178",1,55,102564,25129,6,17.5,11.5,40972,18433,2016
"16179",1,57,16546,4836,7,20.3,10.8,38403,2935,2016
"16180",1,59,31628,6700,6.1,20.1,13.1,37049,5353,2016
"16181",1,61,26614,6719,5.9,20.9,14.1,36976,5088,2016
"16182",1,63,8422,2235,10.1,34,11.1,26559,1462,2016
"16183",1,65,14952,4014,7.8,23.7,11.2,35381,2904,2016
"16184",1,67,17164,4609,6.6,18.7,11.7,41426,3450,2016
"16185",1,69,104056,22509,5.9,19.4,11.1,42910,16576,2016
"16186",1,71,52138,12772,6.4,17.5,12.6,41407,10424,2016
"16187",1,73,659521,128217,5.9,15.3,9.9,50109,111224,2016
"16188",1,75,13918,3872,5.7,18.6,11.1,38358,2998,2016
"16189",1,77,92318,21147,6.4,15.2,9.9,44124,17163,2016
"16190",1,79,33244,7628,7,16.8,14,43107,4564,2016
"16191",1,81,158991,21712,5.3,18.3,10.5,47749,15229,2016
"16192",1,83,92753,16583,5.3,12.8,11.1,52181,11243,2016
"16193",1,85,10358,2789,10.8,31.7,11.4,32011,1684,2016
"16194",1,87,18963,4508,7.7,30,10.4,30681,3724,2016
"16195",1,89,356967,60688,5.2,13.5,8.8,61193,52314,2016
"16196",1,91,19673,5386,7.4,25.8,10.1,34794,3250,2016
"16197",1,93,29998,7142,6.7,18.5,11.4,36386,5338,2016
"16198",1,95,95157,20097,5.5,21,13.7,42117,16514,2016
"16199",1,97,414836,80345,6.9,19.5,12.4,45233,61750,2016
"16200",1,99,21530,5221,9.4,25.7,12.3,36639,3505,2016
"16201",1,101,226349,41172,5.9,18.8,11.1,45111,31945,2016
"16202",1,103,119012,25087,5.6,15.8,11.2,46843,20900,2016
"16203",1,105,9574,2432,10.6,35,11.3,25221,1521,2016
"16204",1,107,20324,4917,6.9,25.8,11.7,35968,3401,2016
"16205",1,109,33286,6236,6.4,25.1,12.8,35172,4870,2016
"16206",1,111,22652,5510,5.7,21.8,12,40283,4072,2016
"16207",1,113,58172,10967,5.6,19.3,10.8,38617,9025,2016
"16208",1,115,88019,17192,5.3,12,9.4,57856,11848,2016
"16209",1,117,210622,34125,4.4,7.9,7.4,74212,18342,2016
"16210",1,119,13040,3020,7.8,32.4,12.9,26814,2036,2016
"16211",1,121,80103,19121,6.8,18,9.8,40555,12767,2016
"16212",1,123,40727,10989,5.6,20.2,10.7,40169,7768,2016
"16213",1,125,206102,34588,5.8,17.6,9.2,47483,23943,2016
"16214",1,127,64967,17607,7.6,20.5,11.5,39511,13885,2016
"16215",1,129,16756,3982,8.7,18.2,13.1,37575,2904,2016
"16216",1,131,10986,3197,14.7,31.9,10.5,24216,2079,2016
"16217",1,133,23805,6029,7.3,17.3,12.9,38644,4761,2016
"16218",2,1,NA,NA,NA,NA,NA,NA,NA,2016
"16219",2,13,3296,156,2.7,14.8,33.5,63991,NA,2016
"16220",2,16,5647,236,3.3,8,22.3,78151,NA,2016
"16221",2,20,298192,35056,5.3,7.2,12.9,83959,30175,2016
"16222",2,50,17968,1365,14.1,25.5,23.9,46634,814,2016
"16223",2,60,898,127,6.9,11.4,22.9,68026,632,2016
"16224",2,68,1953,214,8.6,6.3,14.5,72378,NA,2016
"16225",2,70,4954,467,9.7,19.6,20.9,52250,482,2016
"16226",2,90,100605,10261,5.7,8.5,13.6,73427,8131,2016
"16227",2,100,2496,557,9.8,10.3,20.5,53471,486,2016
"16228",2,105,2078,NA,11.5,19.1,25.3,53884,NA,2016
"16229",2,110,32468,4492,4.4,7.4,13.1,82011,4263,2016
"16230",2,122,58506,10465,8.2,12,17.9,68501,9009,2016
"16231",2,130,13746,2299,6.2,9.2,16.6,67125,2054,2016
"16232",2,150,13732,1490,5,7.3,21.7,74683,906,2016
"16233",2,158,8049,NA,21.3,37.8,22.2,34341,454,2016
"16234",2,164,1562,173,12.3,20.9,28,44310,NA,2016
"16235",2,170,104365,12619,8.1,9.5,15.7,71793,9447,2016
"16236",2,180,9917,825,12.5,24,21.5,55974,701,2016
"16237",2,185,9606,496,6.5,11.9,19.6,74998,405,2016
"16238",2,188,7673,558,15.7,27.8,24,53692,481,2016
"16239",2,195,3149,NA,8.6,8.4,21.4,60540,1057,2016
"16240",2,198,6347,NA,11.7,17.5,24.3,48888,640,2016
"16241",2,201,NA,45,NA,NA,NA,NA,NA,2016
"16242",2,220,8830,1347,4.3,7.9,19.7,72795,1190,2016
"16243",2,230,1088,NA,10.6,4.4,14.7,65112,561,2016
"16244",2,232,NA,245,NA,NA,NA,NA,NA,2016
"16245",2,240,6876,1137,10.2,11.8,21.4,59412,589,2016
"16246",2,261,9355,1324,8.2,9.2,17,69755,1443,2016
"16247",2,275,2411,NA,7.3,11.5,19,56747,NA,2016
"16248",2,280,NA,324,NA,NA,NA,NA,NA,2016
"16249",2,282,601,107,8.1,16.8,23.2,57687,NA,2016
"16250",2,290,5526,833,17.2,23,27.6,37906,1071,2016
"16251",4,1,73112,11714,11.3,33.2,19.5,34040,9269,2016
"16252",4,3,125770,29419,6.1,21.1,10.5,45151,25544,2016
"16253",4,5,140908,18412,5.9,17.8,13.8,53643,19889,2016
"16254",4,7,53556,15673,7.2,20.3,14.4,40747,13641,2016
"16255",4,9,37599,5394,6.7,22.9,10.2,46714,4553,2016
"16256",4,11,9613,1263,7.6,12,8.4,61110,1045,2016
"16257",4,12,20317,5324,6,24.8,19.6,34285,4648,2016
"16258",4,13,4242997,630283,4.5,15,11.7,58742,547288,2016
"16259",4,15,205249,60380,6.6,18.3,12.1,42003,50717,2016
"16260",4,17,110026,21548,8.1,28.2,13.9,37440,18225,2016
"16261",4,19,1016206,203803,4.9,18.2,11,47644,180458,2016
"16262",4,21,418540,70602,5.5,15.4,11.3,52642,53606,2016
"16263",4,23,45985,8911,9.9,20.9,14.9,39090,8350,2016
"16264",4,25,225562,73129,4.9,13.3,12.8,49824,60425,2016
"16265",4,27,205631,32015,18.6,19.3,15.1,42998,27881,2016
"16266",5,1,18214,4200,3.5,18.1,8.9,39726,3352,2016
"16267",5,3,20492,5128,6.3,17.9,8.1,41277,3868,2016
"16268",5,5,41062,14752,4.3,12.7,8.5,40147,12289,2016
"16269",5,7,258291,39506,2.9,9.1,10,64072,30923,2016
"16270",5,9,37304,9841,3.7,15.4,8.5,39881,8173,2016
"16271",5,11,10996,2548,5.2,23.5,11.6,34114,1898,2016
"16272",5,13,5144,1234,4.7,17.1,8.6,33507,776,2016
"16273",5,15,27646,7061,3.6,17.2,14,37145,5431,2016
"16274",5,17,10945,2680,6.6,30.1,9.5,29527,2095,2016
"16275",5,19,22657,4538,4.5,22.3,8.5,37247,3780,2016
"16276",5,21,14920,4125,5.7,19.1,9,36037,3173,2016
"16277",5,23,25264,7748,6,16.3,9.6,42397,6042,2016
"16278",5,25,8241,1920,4.6,15.8,7.7,45256,1404,2016
"16279",5,27,23901,5148,5.8,24.2,9,35322,3944,2016
"16280",5,29,20937,5019,5.8,18.9,8.8,41892,4004,2016
"16281",5,31,105835,17720,3.3,16.2,9.5,44091,14032,2016
"16282",5,33,62267,13104,3.9,16.8,9.8,42941,9345,2016
"16283",5,35,49235,8744,4.6,25.5,7.3,37627,6137,2016
"16284",5,37,17037,3910,4.5,19.4,8.5,40970,2951,2016
"16285",5,39,7469,1935,5,20.8,8.1,33679,1394,2016
"16286",5,41,11876,2839,5.5,26.5,9.5,32392,2128,2016
"16287",5,43,18651,3678,5.8,19.2,9.4,40441,2716,2016
"16288",5,45,122227,18365,3.8,16,8.2,50909,14090,2016
"16289",5,47,17626,4125,4.1,17.9,9.6,40091,3092,2016
